n_classes,seed,injected_noise_rate,true_noise_rate,estimated_noise_rate,issue_precision,issue_recall,oof_auroc_vs_clean
3,2,0.35,0.358,0.3356,0.9046483909415971,0.8480446927374302,0.965315241353598
3,2,0.4,0.4074,0.3674,0.9210669569951007,0.8306332842415317,0.963592959657766
3,2,0.45,0.4638,0.3996,0.924924924924925,0.796895213454075,0.953856565929542
3,2,0.5,0.5114,0.4246,0.9364107395195478,0.7774736018771998,0.9474403560356525
4,0,0.0,0.0,0.1154,0.0,,0.9388210666666665
4,0,0.05,0.0506,0.1488,0.28225806451612906,0.8300395256916996,0.9376714133333334
4,0,0.1,0.1034,0.1934,0.4612202688728025,0.8626692456479691,0.9353520533333334
4,0,0.15,0.157,0.2294,0.5745422842197035,0.8394904458598726,0.9338493333333333
4,0,0.2,0.2092,0.266,0.6601503759398496,0.8393881453154876,0.93138992
4,0,0.25,0.2596,0.3038,0.7162606978275181,0.8382126348228043,0.9299032533333333
4,0,0.3,0.3036,0.323,0.7609907120743034,0.8096179183135704,0.9267470933333333
4,0,0.35,0.3516,0.3558,0.7987633501967397,0.8083048919226393,0.9222874133333332
4,0,0.4,0.4024,0.3806,0.8271150814503415,0.7823061630218688,0.9162535466666667
4,0,0.45,0.454,0.4046,0.8586258032624815,0.7651982378854626,0.9147082666666667
4,0,0.5,0.504,0.4326,0.8714748035136385,0.748015873015873,0.9003577066666666
4,1,0.0,0.0,0.136,0.0,,0.9357193600000001
4,1,0.05,0.0506,0.1648,0.25849514563106796,0.841897233201581,0.9358347733333333
4,1,0.1,0.1024,0.2072,0.4295366795366795,0.869140625,0.9358290666666667
4,1,0.15,0.1534,0.2404,0.5482529118136439,0.8591916558018253,0.9349715200000001
4,1,0.2,0.203,0.2682,0.6256524981357197,0.8266009852216749,0.9328382933333335
4,1,0.25,0.2524,0.3074,0.6837996096291477,0.8328050713153724,0.9311135466666667
4,1,0.3,0.3056,0.334,0.7449101796407186,0.8141361256544503,0.9300896
4,1,0.35,0.3564,0.3614,0.793027116768124,0.8041526374859708,0.9290175999999999
4,1,0.4,0.4014,0.3942,0.8127853881278538,0.7982062780269058,0.9248929066666667
4,1,0.45,0.4462,0.4108,0.8476144109055501,0.7803675481846706,0.92344912
4,1,0.5,0.4918,0.4328,0.8756931608133087,0.7706384709231395,0.9212403733333334
4,2,0.0,0.0,0.1134,0.0,,0.9429502933333334
4,2,0.05,0.054,0.1518,0.3069828722002635,0.8629629629629629,0.9412480533333333
4,2,0.1,0.1044,0.1858,0.45748116254036597,0.814176245210728,0.9396344000000001
4,2,0.15,0.1522,0.2184,0.5769230769230769,0.8278580814717477,0.9371853333333333
4,2,0.2,0.2062,0.2558,0.6606724003127443,0.8195926285160039,0.9350693333333333
4,2,0.25,0.253,0.2794,0.7279885468861846,0.8039525691699605,0.93368064
4,2,0.3,0.305,0.313,0.771884984025559,0.7921311475409836,0.9303981333333334
4,2,0.35,0.358,0.351,0.807977207977208,0.7921787709497207,0.9286572266666667
4,2,0.4,0.4074,0.3832,0.8355949895615866,0.7859597447226313,0.9250192533333333
4,2,0.45,0.4638,0.4132,0.861568247821878,0.7675722294092281,0.91982848
4,2,0.5,0.5114,0.438,0.8735159817351598,0.7481423543214705,0.91101808
